,InventoryId,Store,City,Brand,Description,Size,onHand,Price,startDate
1206,1_HARDERSFIELD_5103,1,HARDERSFIELD,5103,Fireball Cinnamon Whisky,1.75L,36,23.99,2016-01-01
1207,1_HARDERSFIELD_5105,1,HARDERSFIELD,5105,Dr McGillicuddy's Mentholmnt,1.75L,10,19.99,2016-01-01
1208,1_HARDERSFIELD_5107,1,HARDERSFIELD,5107,St Remy XO Napoleon Brandy,750mL,10,13.99,2016-01-01
1209,1_HARDERSFIELD_5109,1,HARDERSFIELD,5109,Dr McGillicuddy's Menth Trav,750mL,14,12.99,2016-01-01
1210,1_HARDERSFIELD_5111,1,HARDERSFIELD,5111,Dr McGillicuddy's Mentholmnt,50mL,17,0.99,2016-01-01
1211,1_HARDERSFIELD_5124,1,HARDERSFIELD,5124,Cointreau Liqueur,1.75L,11,66.99,2016-01-01
1212,1_HARDERSFIELD_5125,1,HARDERSFIELD,5125,DeKuyper Anisette,750mL,21,7.99,2016-01-01
1213,1_HARDERSFIELD_5128,1,HARDERSFIELD,5128,Carolans Irish Cream,750mL,10,11.49,2016-01-01
1214,1_HARDERSFIELD_5130,1,HARDERSFIELD,5130,X Rated Fusion Liqueur,750mL,6,17.99,2016-01-01
1215,1_HARDERSFIELD_5134,1,HARDERSFIELD,5134,Dr McGillicuddy's Cherry,750mL,16,12.99,2016-01-01
1216,1_HARDERSFIELD_5137,1,HARDERSFIELD,5137,Irish Manor Irish Cream,750mL,4,9.99,2016-01-01
1217,1_HARDERSFIELD_5138,1,HARDERSFIELD,5138,Fireball Cinnamon Whisky,750mL,71,13.99,2016-01-01
1218,1_HARDERSFIELD_5142,1,HARDERSFIELD,5142,Carolans Irish Cream,1.75L,35,22.99,2016-01-01
1219,1_HARDERSFIELD_5146,1,HARDERSFIELD,5146,Pama Pomegranate Liqueur,750mL,0,17.99,2016-01-01
1220,1_HARDERSFIELD_5147,1,HARDERSFIELD,5147,Pallini Limoncello Liqueur,375mL,0,11.99,2016-01-01
1221,1_HARDERSFIELD_5148,1,HARDERSFIELD,5148,St Brendans Irish Cream,1.75L,0,17.99,2016-01-01
1222,1_HARDERSFIELD_5149,1,HARDERSFIELD,5149,Hpnotiq Liqueur,1.75L,4,34.99,2016-01-01
1223,1_HARDERSFIELD_5153,1,HARDERSFIELD,5153,Fireball Cinn Whisky Trav,750mL,6,15.99,2016-01-01
1224,1_HARDERSFIELD_5155,1,HARDERSFIELD,5155,Arrow Brown Creme de Cacao,750mL,0,7.99,2016-01-01
1225,1_HARDERSFIELD_5160,1,HARDERSFIELD,5160,Hpnotiq Liqueur,375mL,0,10.99,2016-01-01
1226,1_HARDERSFIELD_5165,1,HARDERSFIELD,5165,Hpnotiq Liqueur,750mL,0,19.99,2016-01-01
1227,1_HARDERSFIELD_5168,1,HARDERSFIELD,5168,Kahlua French Vanilla,750mL,46,18.99,2016-01-01
1228,1_HARDERSFIELD_5169,1,HARDERSFIELD,5169,Kahlua Hazelnut,750mL,7,18.99,2016-01-01
1229,1_HARDERSFIELD_5170,1,HARDERSFIELD,5170,Dr McGillicuddy's Apple Pie,750mL,13,12.99,2016-01-01
1230,1_HARDERSFIELD_5185,1,HARDERSFIELD,5185,Irish Manor Irish Cream,1.75L,15,19.99,2016-01-01
1231,1_HARDERSFIELD_5187,1,HARDERSFIELD,5187,Arrow White Creme de Cacao,750mL,2,7.99,2016-01-01
1232,1_HARDERSFIELD_5188,1,HARDERSFIELD,5188,Cointreau Noir Liqueur,750mL,3,31.99,2016-01-01
1233,1_HARDERSFIELD_5191,1,HARDERSFIELD,5191,Fireball Cinnamon Whiskey,375mL,0,9.99,2016-01-01
1234,1_HARDERSFIELD_5192,1,HARDERSFIELD,5192,Kahlua Mocha,750mL,4,18.99,2016-01-01
1235,1_HARDERSFIELD_5194,1,HARDERSFIELD,5194,Bacardi Party Mai Tai,1.75L,4,15.99,2016-01-01
1236,1_HARDERSFIELD_5195,1,HARDERSFIELD,5195,Jenkins Melon Liqueur,750mL,20,5.99,2016-01-01
1237,1_HARDERSFIELD_5197,1,HARDERSFIELD,5197,Southern Comfort,375mL,13,7.99,2016-01-01
1238,1_HARDERSFIELD_5202,1,HARDERSFIELD,5202,Dr McGillicuddy's Vanilla,750mL,13,12.99,2016-01-01
1239,1_HARDERSFIELD_5212,1,HARDERSFIELD,5212,Margaritaville Silver,1.75L,12,19.99,2016-01-01
1240,1_HARDERSFIELD_5215,1,HARDERSFIELD,5215,TGI Fridays Long Island Iced,1.75L,15,12.99,2016-01-01
1241,1_HARDERSFIELD_5218,1,HARDERSFIELD,5218,Chila Orchata Cinnamon Cream,750mL,19,13.99,2016-01-01
1242,1_HARDERSFIELD_5219,1,HARDERSFIELD,5219,Sambuca Romana Black,750mL,9,19.99,2016-01-01
1243,1_HARDERSFIELD_5220,1,HARDERSFIELD,5220,Basilica Sambuca,750mL,6,8.99,2016-01-01
1244,1_HARDERSFIELD_5221,1,HARDERSFIELD,5221,RumChata Liqueur,375mL,0,10.99,2016-01-01
1245,1_HARDERSFIELD_5223,1,HARDERSFIELD,5223,Paul Masson Red Berry Brandy,750mL,13,8.99,2016-01-01
1246,1_HARDERSFIELD_5228,1,HARDERSFIELD,5228,DeKuyper Wh Cr de Menthe,750mL,14,8.99,2016-01-01
1247,1_HARDERSFIELD_5230,1,HARDERSFIELD,5230,Bacardi Party Drinks Bahama,1.75L,7,15.99,2016-01-01
1248,1_HARDERSFIELD_5232,1,HARDERSFIELD,5232,DeKuyper Buttershots Schnaps,1.75L,18,14.99,2016-01-01
1249,1_HARDERSFIELD_5233,1,HARDERSFIELD,5233,Cointreau Liqueur,375mL,0,18.99,2016-01-01
1250,1_HARDERSFIELD_5242,1,HARDERSFIELD,5242,Cointreau Liqueur,750mL,12,29.99,2016-01-01
1251,1_HARDERSFIELD_5246,1,HARDERSFIELD,5246,Bacardi Party Drinks Zombie,1.75L,7,15.99,2016-01-01
1252,1_HARDERSFIELD_5251,1,HARDERSFIELD,5251,DeKuyper Buttershots Schnpps,50mL,33,0.99,2016-01-01
1253,1_HARDERSFIELD_5253,1,HARDERSFIELD,5253,Kahlua Original Mudslide RTD,1.75L,15,15.99,2016-01-01
1254,1_HARDERSFIELD_5254,1,HARDERSFIELD,5254,DeKuyper Buttershots Schnpps,750mL,12,10.99,2016-01-01
1255,1_HARDERSFIELD_5255,1,HARDERSFIELD,5255,TGI Fridays Ultimte Mudslide,1.75L,6,12.99,2016-01-01
1256,1_HARDERSFIELD_5259,1,HARDERSFIELD,5259,Blue Chair Bay Coconut Rum,750mL,5,16.99,2016-01-01
1257,1_HARDERSFIELD_5270,1,HARDERSFIELD,5270,Southern Comfort,50mL,79,1.99,2016-01-01
1258,1_HARDERSFIELD_5277,1,HARDERSFIELD,5277,Arrow Sloe Gin,750mL,7,7.99,2016-01-01
1259,1_HARDERSFIELD_5285,1,HARDERSFIELD,5285,Jacquin Triple Sec,750mL,6,7.99,2016-01-01
1260,1_HARDERSFIELD_5292,1,HARDERSFIELD,5292,Rumpleminze,750mL,0,17.99,2016-01-01
1261,1_HARDERSFIELD_5296,1,HARDERSFIELD,5296,Southern Comfort 100 Proof,1.75L,30,28.99,2016-01-01
1262,1_HARDERSFIELD_5297,1,HARDERSFIELD,5297,Southern Comfort,750mL,19,13.99,2016-01-01
1263,1_HARDERSFIELD_5298,1,HARDERSFIELD,5298,Southern Comfort 100 Proof,750mL,19,16.99,2016-01-01
1264,1_HARDERSFIELD_5299,1,HARDERSFIELD,5299,Southern Comfort,1.75L,56,19.99,2016-01-01
1265,1_HARDERSFIELD_5308,1,HARDERSFIELD,5308,Paul Masson Red Berry Brandy,50mL,18,0.99,2016-01-01
1266,1_HARDERSFIELD_5311,1,HARDERSFIELD,5311,Amaretto DiSaronno,1.75L,15,34.99,2016-01-01
1267,1_HARDERSFIELD_5312,1,HARDERSFIELD,5312,Amaretto DiSaronno,750mL,7,19.99,2016-01-01
1268,1_HARDERSFIELD_5315,1,HARDERSFIELD,5315,B & B Liqueur Dom,750mL,14,24.99,2016-01-01
1269,1_HARDERSFIELD_5316,1,HARDERSFIELD,5316,Amaretto DiSaronno,50mL,0,2.29,2016-01-01
1270,1_HARDERSFIELD_5317,1,HARDERSFIELD,5317,B & B Liqueur Dom,50mL,15,3.29,2016-01-01
1271,1_HARDERSFIELD_5318,1,HARDERSFIELD,5318,Benedictine Liqueur Dom,750mL,18,24.99,2016-01-01
1272,1_HARDERSFIELD_5325,1,HARDERSFIELD,5325,Hornitos Spiced Honey Liquer,750mL,8,17.99,2016-01-01
1273,1_HARDERSFIELD_5330,1,HARDERSFIELD,5330,Kahlua White Russian RTD,1.75L,7,15.99,2016-01-01
1274,1_HARDERSFIELD_5333,1,HARDERSFIELD,5333,Jenkins Amaretto,1.75L,12,10.99,2016-01-01
1275,1_HARDERSFIELD_5334,1,HARDERSFIELD,5334,Kahlua Especial,750mL,1,22.99,2016-01-01
1276,1_HARDERSFIELD_5337,1,HARDERSFIELD,5337,Drambuie,750mL,12,26.99,2016-01-01
1277,1_HARDERSFIELD_5339,1,HARDERSFIELD,5339,Drambuie,50mL,77,3.29,2016-01-01
1278,1_HARDERSFIELD_5342,1,HARDERSFIELD,5342,Grand Marnier,750mL,21,26.99,2016-01-01
1279,1_HARDERSFIELD_5346,1,HARDERSFIELD,5346,Green Chartreuse Liqueur,750mL,10,49.99,2016-01-01
1280,1_HARDERSFIELD_5348,1,HARDERSFIELD,5348,St Brendans Irish Cream,750mL,2,10.99,2016-01-01
1281,1_HARDERSFIELD_5353,1,HARDERSFIELD,5353,Grand Marnier,375mL,26,18.99,2016-01-01
1282,1_HARDERSFIELD_5356,1,HARDERSFIELD,5356,Kahlua,375mL,0,9.99,2016-01-01
1283,1_HARDERSFIELD_5358,1,HARDERSFIELD,5358,Irish Mist Honey Liqueur,750mL,6,25.99,2016-01-01
1284,1_HARDERSFIELD_5359,1,HARDERSFIELD,5359,Distroya Spiced Liqueur,750mL,7,17.99,2016-01-01
1285,1_HARDERSFIELD_5361,1,HARDERSFIELD,5361,Grind Espresso Shot,50mL,1,0.99,2016-01-01
1286,1_HARDERSFIELD_5364,1,HARDERSFIELD,5364,Kahlua,1.75L,64,29.99,2016-01-01
1287,1_HARDERSFIELD_5365,1,HARDERSFIELD,5365,Kahlua,750mL,31,18.99,2016-01-01
1288,1_HARDERSFIELD_5367,1,HARDERSFIELD,5367,Sambuca di Amore,750mL,18,9.99,2016-01-01
1289,1_HARDERSFIELD_5368,1,HARDERSFIELD,5368,Midori Melon Liqueur,750mL,11,21.49,2016-01-01
1290,1_HARDERSFIELD_5371,1,HARDERSFIELD,5371,Dr McGillicudy's Buttersctch,50mL,0,0.99,2016-01-01
1291,1_HARDERSFIELD_5373,1,HARDERSFIELD,5373,E&J Peach Brandy,750mL,11,9.99,2016-01-01
1292,1_HARDERSFIELD_5375,1,HARDERSFIELD,5375,Petrone Limoncello,750mL,6,18.99,2016-01-01
1293,1_HARDERSFIELD_5378,1,HARDERSFIELD,5378,Galliano L'Autentico Liqueur,750mL,3,25.99,2016-01-01
1294,1_HARDERSFIELD_5381,1,HARDERSFIELD,5381,E&J Peach Brandy,50mL,33,0.99,2016-01-01
1295,1_HARDERSFIELD_5382,1,HARDERSFIELD,5382,Ice 101 Peppermint Schnapps,750mL,0,11.99,2016-01-01
1296,1_HARDERSFIELD_5390,1,HARDERSFIELD,5390,Dr McGillicuddy's Peach,50mL,121,0.99,2016-01-01
1297,1_HARDERSFIELD_5391,1,HARDERSFIELD,5391,Kamora Coffee,1.75L,8,15.99,2016-01-01
1298,1_HARDERSFIELD_5392,1,HARDERSFIELD,5392,Goldschlager Cinnamon Schnps,750mL,44,17.99,2016-01-01
1299,1_HARDERSFIELD_5394,1,HARDERSFIELD,5394,Goldschlager Cinnamon Schnap,375mL,4,10.99,2016-01-01
1300,1_HARDERSFIELD_5396,1,HARDERSFIELD,5396,Tia Maria Coffee Liqueur,750mL,13,16.99,2016-01-01
1301,1_HARDERSFIELD_5399,1,HARDERSFIELD,5399,Goldschlager Cinnamon Schna,50mL,206,1.99,2016-01-01
1302,1_HARDERSFIELD_5401,1,HARDERSFIELD,5401,Jagermeister Liqueur,200mL,60,5.99,2016-01-01
1303,1_HARDERSFIELD_5403,1,HARDERSFIELD,5403,Amaretto di Amore,750mL,9,9.99,2016-01-01
1304,1_HARDERSFIELD_5404,1,HARDERSFIELD,5404,E & J Superior Rsv VSOP,375mL,0,5.49,2016-01-01
1305,1_HARDERSFIELD_5410,1,HARDERSFIELD,5410,Raspberry di Amore,750mL,25,7.99,2016-01-01
1306,1_HARDERSFIELD_5414,1,HARDERSFIELD,5414,Bols Amaretto Liqueur,750mL,8,7.99,2016-01-01
1307,1_HARDERSFIELD_5415,1,HARDERSFIELD,5415,Amaretto di Amore,1.75L,12,13.99,2016-01-01
1308,1_HARDERSFIELD_5434,1,HARDERSFIELD,5434,Southern Comfort Caramel,750mL,9,11.49,2016-01-01
1309,1_HARDERSFIELD_5438,1,HARDERSFIELD,5438,Emmets Irish Cream,750mL,19,9.99,2016-01-01
1310,1_HARDERSFIELD_5440,1,HARDERSFIELD,5440,Jagermeister Liqueur,1.75L,22,34.99,2016-01-01
1311,1_HARDERSFIELD_5444,1,HARDERSFIELD,5444,E & J Superior RSV VSOP,1.75L,10,19.99,2016-01-01
1312,1_HARDERSFIELD_5445,1,HARDERSFIELD,5445,Jagermeister Liqueur,750mL,66,15.99,2016-01-01
1313,1_HARDERSFIELD_5447,1,HARDERSFIELD,5447,Jagermeister Liqueur,375mL,16,9.99,2016-01-01
1314,1_HARDERSFIELD_5452,1,HARDERSFIELD,5452,Bauchant XO Apple,750mL,0,11.99,2016-01-01
1315,1_HARDERSFIELD_5457,1,HARDERSFIELD,5457,After Shock Hot & Cool Cinmn,50mL,40,1.99,2016-01-01
1316,1_HARDERSFIELD_5458,1,HARDERSFIELD,5458,After Shock Hot & Cool Cinmn,750mL,12,15.99,2016-01-01
1317,1_HARDERSFIELD_5462,1,HARDERSFIELD,5462,Barenjager Honey Liqueur,750mL,10,21.99,2016-01-01
1318,1_HARDERSFIELD_5468,1,HARDERSFIELD,5468,Hine Rare VSOP,750mL,6,59.99,2016-01-01
1319,1_HARDERSFIELD_5480,1,HARDERSFIELD,5480,E & J Superior RSV VSOP,750mL,12,10.99,2016-01-01
1320,1_HARDERSFIELD_5489,1,HARDERSFIELD,5489,DeKuyper Hot Damn Cinnamon,750mL,8,10.99,2016-01-01
1321,1_HARDERSFIELD_5490,1,HARDERSFIELD,5490,DeKuyper Hot Damn Cinnamon,50mL,14,0.99,2016-01-01
1322,1_HARDERSFIELD_5491,1,HARDERSFIELD,5491,Rumpleminze,50mL,0,1.99,2016-01-01
1323,1_HARDERSFIELD_5502,1,HARDERSFIELD,5502,RumChata Liqueur,50mL,7,0.99,2016-01-01
1324,1_HARDERSFIELD_5505,1,HARDERSFIELD,5505,Pallini Limoncello Liqueur,750mL,13,18.99,2016-01-01
1325,1_HARDERSFIELD_5525,1,HARDERSFIELD,5525,Fernet-Branca Italian Liquer,750mL,7,24.99,2016-01-01
1326,1_HARDERSFIELD_5536,1,HARDERSFIELD,5536,St Brendans Irish Cream,50mL,49,1.49,2016-01-01
1327,1_HARDERSFIELD_5539,1,HARDERSFIELD,5539,DeKuyper Hot Damn 100*,750mL,1,10.99,2016-01-01
1328,1_HARDERSFIELD_5549,1,HARDERSFIELD,5549,Don Ramon Reposado Tequila,750mL,9,34.99,2016-01-01
1329,1_HARDERSFIELD_5560,1,HARDERSFIELD,5560,Bacardi Mojito Cocktail,1.75L,5,18.99,2016-01-01
1330,1_HARDERSFIELD_5566,1,HARDERSFIELD,5566,Grind Espresso Shot,750mL,6,14.99,2016-01-01
1331,1_HARDERSFIELD_5587,1,HARDERSFIELD,5587,Jose Cuervo Golden Margarita,1.75L,24,19.99,2016-01-01
1332,1_HARDERSFIELD_5597,1,HARDERSFIELD,5597,DeKuyper Watermelon Pucker,750mL,7,9.99,2016-01-01
1333,1_HARDERSFIELD_5606,1,HARDERSFIELD,5606,Montezuma Blue Tequila Liqu,1.75L,0,9.99,2016-01-01
1334,1_HARDERSFIELD_5616,1,HARDERSFIELD,5616,Emmets Irish Cream,1.75L,15,19.99,2016-01-01
1335,1_HARDERSFIELD_5626,1,HARDERSFIELD,5626,Baja Luna Black Raspberry,750mL,2,9.99,2016-01-01
1336,1_HARDERSFIELD_5627,1,HARDERSFIELD,5627,Flag Hill Sugar Maple Liquer,375mL,9,16.99,2016-01-01
1337,1_HARDERSFIELD_5628,1,HARDERSFIELD,5628,Baja Rosa Strawberry Liqueur,750mL,11,9.99,2016-01-01
1338,1_HARDERSFIELD_5629,1,HARDERSFIELD,5629,RumChata Liqueur,3/100mL,46,8.99,2016-01-01
1339,1_HARDERSFIELD_5630,1,HARDERSFIELD,5630,Cabin Fever Maple Liqueur,750mL,12,17.99,2016-01-01
1340,1_HARDERSFIELD_5633,1,HARDERSFIELD,5633,Flag Hill Cranberry Liqueur,375mL,23,14.99,2016-01-01
1341,1_HARDERSFIELD_5641,1,HARDERSFIELD,5641,Flag Hill Raspberry Liqueur,375mL,14,14.99,2016-01-01
1342,1_HARDERSFIELD_5655,1,HARDERSFIELD,5655,Jose Cuervo Lite Wh Peach,1.75L,14,15.99,2016-01-01
1343,1_HARDERSFIELD_5656,1,HARDERSFIELD,5656,Cabin Fever Maple Liqueur,50mL,105,1.49,2016-01-01
1344,1_HARDERSFIELD_5661,1,HARDERSFIELD,5661,Dr McGillicuddy's Root Beer,750mL,1,12.99,2016-01-01
1345,1_HARDERSFIELD_5662,1,HARDERSFIELD,5662,Skinnygirl W Peach Margarita,750mL,11,10.99,2016-01-01
1346,1_HARDERSFIELD_5667,1,HARDERSFIELD,5667,Skinnygirl Spicy Lime RTD,750mL,10,10.99,2016-01-01
1347,1_HARDERSFIELD_5668,1,HARDERSFIELD,5668,Dr McGillicuddy's Grape,750mL,6,12.99,2016-01-01
1348,1_HARDERSFIELD_5669,1,HARDERSFIELD,5669,Fabrizia Blood Orange,750mL,10,16.99,2016-01-01
1349,1_HARDERSFIELD_5676,1,HARDERSFIELD,5676,Kinky Liqueur,50mL,21,1.99,2016-01-01
1350,1_HARDERSFIELD_5680,1,HARDERSFIELD,5680,Barenjager Honey Liqueur,50mL,21,1.99,2016-01-01
1351,1_HARDERSFIELD_5681,1,HARDERSFIELD,5681,Josiah Bartlett Apple Brandy,750mL,7,29.99,2016-01-01
1352,1_HARDERSFIELD_5685,1,HARDERSFIELD,5685,P & J Cold Soaked Peaches,750mL,11,18.99,2016-01-01
1353,1_HARDERSFIELD_5688,1,HARDERSFIELD,5688,P & J Cold Soaked Peaches,375mL,9,9.99,2016-01-01
1354,1_HARDERSFIELD_5689,1,HARDERSFIELD,5689,Villa Massa Limoncello,750mL,8,18.99,2016-01-01
1355,1_HARDERSFIELD_5691,1,HARDERSFIELD,5691,P & J Cold Soaked Pineapples,375mL,10,9.99,2016-01-01
1356,1_HARDERSFIELD_5693,1,HARDERSFIELD,5693,P & J Cold Soaked Berries,375mL,9,9.99,2016-01-01
1357,1_HARDERSFIELD_5694,1,HARDERSFIELD,5694,Ice Box Mudslide,1.75L,0,9.99,2016-01-01
1358,1_HARDERSFIELD_5697,1,HARDERSFIELD,5697,Metcalfe's Maple Liqueur,750mL,1,19.99,2016-01-01
1359,1_HARDERSFIELD_5698,1,HARDERSFIELD,5698,P & J Cold Soaked Pineapples,750mL,11,18.99,2016-01-01
1360,1_HARDERSFIELD_5702,1,HARDERSFIELD,5702,Art In The Age Root Liqueur,750mL,6,29.99,2016-01-01
1361,1_HARDERSFIELD_5705,1,HARDERSFIELD,5705,Bauchant Orange Liqueur,750mL,14,19.99,2016-01-01
1362,1_HARDERSFIELD_5706,1,HARDERSFIELD,5706,Gr Marnier Raspberry Peach,750mL,13,26.99,2016-01-01
1363,1_HARDERSFIELD_5707,1,HARDERSFIELD,5707,Art in the Age Rhubarb Tea,750mL,2,32.99,2016-01-01
1364,1_HARDERSFIELD_5708,1,HARDERSFIELD,5708,Dr McGillicuddy's Root Beer,50mL,0,0.99,2016-01-01
1365,1_HARDERSFIELD_5713,1,HARDERSFIELD,5713,DeKuyper Sour Apple Pucker,1.75L,17,16.99,2016-01-01
1366,1_HARDERSFIELD_5714,1,HARDERSFIELD,5714,Jose Cuervo Lime Margarita,200mL 4 Pk,8,9.99,2016-01-01
1367,1_HARDERSFIELD_5725,1,HARDERSFIELD,5725,DeKuyper Sour Apple Pucker,750mL,17,9.99,2016-01-01
1368,1_HARDERSFIELD_5731,1,HARDERSFIELD,5731,Malibu Passion Fruit Rum,750mL,17,12.99,2016-01-01
1369,1_HARDERSFIELD_5734,1,HARDERSFIELD,5734,Malibu Rum,1.75L,34,21.99,2016-01-01
1370,1_HARDERSFIELD_5735,1,HARDERSFIELD,5735,Malibu Rum,750mL,39,12.99,2016-01-01
1371,1_HARDERSFIELD_5737,1,HARDERSFIELD,5737,Blue Chair Bay CocSpc Cream,750mL,26,16.99,2016-01-01
1372,1_HARDERSFIELD_5739,1,HARDERSFIELD,5739,Malibu Rum,50mL,0,1.99,2016-01-01
1373,1_HARDERSFIELD_5740,1,HARDERSFIELD,5740,Sweet Revenge,750mL,14,17.99,2016-01-01
1374,1_HARDERSFIELD_5741,1,HARDERSFIELD,5741,Merry Wh Chocolate Liqueur,750mL,7,14.99,2016-01-01
1375,1_HARDERSFIELD_5747,1,HARDERSFIELD,5747,Malibu Pineapple Rum,750mL,26,12.99,2016-01-01
1376,1_HARDERSFIELD_5750,1,HARDERSFIELD,5750,Malibu Rum Traveler,750mL,7,12.99,2016-01-01
1377,1_HARDERSFIELD_5758,1,HARDERSFIELD,5758,1800 Ultimate Margarita RTD,1.75L,3,19.99,2016-01-01
1378,1_HARDERSFIELD_5759,1,HARDERSFIELD,5759,Malibu Tropical Banana Rum,750mL,21,12.99,2016-01-01
1379,1_HARDERSFIELD_5765,1,HARDERSFIELD,5765,Jose Cuervo Lime Margarita,1.75L,28,15.99,2016-01-01
1380,1_HARDERSFIELD_5767,1,HARDERSFIELD,5767,Jose Cuervo Strawberry Marg,1.75L,32,15.99,2016-01-01
1381,1_HARDERSFIELD_5771,1,HARDERSFIELD,5771,Art In The Age Snap,750mL,1,29.99,2016-01-01
1382,1_HARDERSFIELD_5773,1,HARDERSFIELD,5773,Kahlua Midnight,750mL,54,19.99,2016-01-01
1383,1_HARDERSFIELD_5776,1,HARDERSFIELD,5776,Malibu Black,1.75L,11,21.99,2016-01-01
1384,1_HARDERSFIELD_5780,1,HARDERSFIELD,5780,Malibu Black,750mL,10,13.99,2016-01-01
1385,1_HARDERSFIELD_5805,1,HARDERSFIELD,5805,Jose Cuervo Light Margaritas,1.75L,27,15.99,2016-01-01
1386,1_HARDERSFIELD_5808,1,HARDERSFIELD,5808,Los Amantes Reposado Mezcal,750mL,7,52.99,2016-01-01
1387,1_HARDERSFIELD_5810,1,HARDERSFIELD,5810,Cuervo Watermelon Margaritas,1.75L,26,15.99,2016-01-01
1388,1_HARDERSFIELD_5815,1,HARDERSFIELD,5815,Godiva Dark Chocolate,750mL,15,21.99,2016-01-01
1389,1_HARDERSFIELD_5817,1,HARDERSFIELD,5817,GranGala Triple Orange,1.75L,17,29.99,2016-01-01
1390,1_HARDERSFIELD_5822,1,HARDERSFIELD,5822,Ryans Irish Cream,375mL,6,7.99,2016-01-01
1391,1_HARDERSFIELD_5826,1,HARDERSFIELD,5826,DeKuyper Razzmatazz,750mL,8,8.99,2016-01-01
1392,1_HARDERSFIELD_5828,1,HARDERSFIELD,5828,Ryans Irish Cream,750mL,4,8.99,2016-01-01
1393,1_HARDERSFIELD_5833,1,HARDERSFIELD,5833,Patron Roca Silver Tequila,750mL,0,69.99,2016-01-01
1394,1_HARDERSFIELD_5838,1,HARDERSFIELD,5838,Agave Loco Pepper Cured Teq,750mL,5,24.99,2016-01-01
1395,1_HARDERSFIELD_5847,1,HARDERSFIELD,5847,Godiva Chocolate Liqueur,750mL,0,21.99,2016-01-01
1396,1_HARDERSFIELD_5849,1,HARDERSFIELD,5849,GranGala Triple Orange,750mL,21,16.99,2016-01-01
1397,1_HARDERSFIELD_5855,1,HARDERSFIELD,5855,Kahlua Salted Caramel,750mL,8,20.99,2016-01-01
1398,1_HARDERSFIELD_5872,1,HARDERSFIELD,5872,Godiva Chocolate Liqueur,50mL,48,2.99,2016-01-01
1399,1_HARDERSFIELD_5873,1,HARDERSFIELD,5873,Malibu Pina Colada Light RTD,1.75L,0,17.99,2016-01-01
1400,1_HARDERSFIELD_5875,1,HARDERSFIELD,5875,Malibu Light Bl Hawaiian RTD,1.75L,6,17.99,2016-01-01
1401,1_HARDERSFIELD_5877,1,HARDERSFIELD,5877,Ryans Irish Cream,50mL,124,0.99,2016-01-01
1402,1_HARDERSFIELD_5890,1,HARDERSFIELD,5890,Godiva Wh Chocolate Liqueur,750mL,5,21.99,2016-01-01
1403,1_HARDERSFIELD_5891,1,HARDERSFIELD,5891,Ryans Irish Cream,1.75L,6,15.99,2016-01-01
1404,1_HARDERSFIELD_5897,1,HARDERSFIELD,5897,99 Bananas,750mL,4,11.99,2016-01-01
1405,1_HARDERSFIELD_5911,1,HARDERSFIELD,5911,Faretti Biscotti Liqueur,750mL,5,33.99,2016-01-01
1406,1_HARDERSFIELD_5921,1,HARDERSFIELD,5921,RumChata Liqueur,750mL,8,21.99,2016-01-01
1407,1_HARDERSFIELD_5925,1,HARDERSFIELD,5925,Pimms Blackberry & Elderflwr,750mL,2,17.99,2016-01-01
1408,1_HARDERSFIELD_5929,1,HARDERSFIELD,5929,RumChata Liqueur,1.75L,0,44.99,2016-01-01
1409,1_HARDERSFIELD_5952,1,HARDERSFIELD,5952,Jagermeister Liqueur,50mL,34,1.99,2016-01-01
1410,1_HARDERSFIELD_5962,1,HARDERSFIELD,5962,Vermont Ice Maple Creme,750mL,6,24.99,2016-01-01
1411,1_HARDERSFIELD_5977,1,HARDERSFIELD,5977,Absinthe Ordinaire,750mL,8,22.99,2016-01-01
1412,1_HARDERSFIELD_5983,1,HARDERSFIELD,5983,Flag Hill Spiced Rum,750mL,2,26.99,2016-01-01
1413,1_HARDERSFIELD_5990,1,HARDERSFIELD,5990,H by Hine Cognac,750mL,5,49.99,2016-01-01
1414,1_HARDERSFIELD_6015,1,HARDERSFIELD,6015,Jackson Morgan Salted Carmel,750mL,3,22.99,2016-01-01
1415,1_HARDERSFIELD_6021,1,HARDERSFIELD,6021,Jackson Morgan Pepmint Mocha,750mL,3,22.99,2016-01-01
1416,1_HARDERSFIELD_6042,1,HARDERSFIELD,6042,Maurice's Mentholated Mint,750mL,12,11.99,2016-01-01
1417,1_HARDERSFIELD_6081,1,HARDERSFIELD,6081,Kinky Blue Liqueur,50mL,0,1.99,2016-01-01
1418,1_HARDERSFIELD_6096,1,HARDERSFIELD,6096,Kinky Blue Liqueur,750mL,9,16.99,2016-01-01
1419,1_HARDERSFIELD_6102,1,HARDERSFIELD,6102,Midnight Moon Peach,750mL,5,19.99,2016-01-01
1420,1_HARDERSFIELD_6105,1,HARDERSFIELD,6105,Midnight Moon,750mL,18,19.99,2016-01-01
1421,1_HARDERSFIELD_6115,1,HARDERSFIELD,6115,Midnight Moon Raspberry,750mL,4,19.99,2016-01-01
1422,1_HARDERSFIELD_6116,1,HARDERSFIELD,6116,Sogno di Sorrento Lemoncell,750mL,7,25.99,2016-01-01
1423,1_HARDERSFIELD_6126,1,HARDERSFIELD,6126,Sogno di Sorrento Crema Lem,750mL,13,25.99,2016-01-01
1424,1_HARDERSFIELD_6145,1,HARDERSFIELD,6145,Marcus James Cab Svgn,1.5L,7,7.99,2016-01-01
